"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.831601110E0,4.986628890E-3,-1.256275177E-1,-2.409667969E-1
2.839566198E0,2.003719285E-2,-1.124458313E-1,-2.186746597E-1
2.847470251E0,2.560790628E-3,-1.012201309E-1,-2.158184052E-1
2.855343786E0,-1.697305404E-2,-7.774162292E-2,-2.370843887E-1
2.863308874E0,-1.516198553E-2,-6.604003906E-2,-2.034053802E-1
2.871182409E0,2.642053366E-2,-4.007530212E-2,-2.031745911E-1
2.879116979E0,5.759367347E-2,-4.506111145E-2,-2.126264572E-1
2.886990514E0,5.248107761E-2,-6.438064575E-2,-1.526641846E-1
2.894925085E0,7.373107970E-2,-7.155227661E-2,-1.287288666E-1
2.902920690E0,7.587854564E-2,-6.927633286E-2,-9.992122650E-2
2.910824743E0,2.306151018E-2,-4.313945770E-2,-4.951667786E-2
2.918728795E0,5.916515738E-2,-1.485776901E-2,-6.599140167E-2
2.926632848E0,7.874167711E-2,-3.231668472E-2,-8.710002899E-2
2.934506383E0,9.845270216E-2,-6.662750244E-2,-9.378242493E-2
2.942471471E0,1.021109298E-1,-8.426570892E-2,-8.844470978E-2
2.950345006E0,8.216558397E-2,-9.011602402E-2,-1.811532974E-1
2.958310094E0,6.240728498E-2,-9.588956833E-2,-1.733541489E-1
2.966153112E0,5.217421055E-2,-1.039943695E-1,-1.967210770E-1
2.974057165E0,6.555449963E-2,-1.312007904E-1,-2.177219391E-1
2.982022253E0,5.006320402E-2,-1.317787170E-1,-1.814470291E-1
2.989926305E0,5.383833870E-2,-1.035938263E-1,-1.858949661E-1
2.997769323E0,4.804302007E-2,-9.447717667E-2,-2.191267014E-1
3.005673376E0,5.588043854E-2,-1.021471024E-1,-2.092437744E-1
3.013546911E0,5.168050528E-2,-9.079980850E-2,-1.681489944E-1
3.021481481E0,8.323109895E-2,-7.686281204E-2,-1.487255096E-1
3.029355016E0,1.095841900E-1,-5.839014053E-2,-1.195621490E-1
3.037320104E0,8.326273412E-2,-6.176805496E-2,-1.476688385E-1
3.045224157E0,1.023266315E-1,-6.047868729E-2,-1.709079742E-1
3.053097692E0,1.166157797E-1,-8.301115036E-2,-1.870412827E-1
3.061032262E0,1.194720417E-1,-9.106969833E-2,-1.625452042E-1
3.068966833E0,1.134120077E-1,-7.525873184E-2,-1.475801468E-1
3.076931920E0,8.636713028E-2,-8.079671860E-2,-1.686573029E-1
3.084774938E0,6.533779204E-2,-8.386516571E-2,-1.802082062E-1
3.092678991E0,6.309416890E-2,-1.012558937E-1,-1.893901825E-1
3.100674596E0,5.783727020E-2,-9.005880356E-2,-1.817197800E-1
3.108517614E0,7.854227722E-2,-7.894420624E-2,-2.530050278E-1
3.116543737E0,8.691094816E-2,-9.634494781E-2,-3.076653481E-1
3.124447790E0,1.168665364E-1,-1.349411011E-1,-3.026957512E-1
3.132321325E0,1.467136741E-1,-1.467761993E-1,-3.075718880E-1
3.140255895E0,1.752237976E-1,-1.561293602E-1,-3.172917366E-1
3.148129430E0,1.641013920E-1,-1.336030960E-1,-2.748198509E-1
3.156064001E0,1.409569383E-1,-7.957172394E-2,-2.349834442E-1
3.163968053E0,9.139269590E-2,-5.179643631E-2,-1.999864578E-1
3.171841588E0,9.223287553E-2,-7.159233093E-3,-1.291427612E-1
3.179776159E0,7.210122049E-2,-1.059532166E-2,-3.423500061E-2
3.187649694E0,4.795973003E-2,-6.998538971E-3,-6.373119354E-2
3.195523229E0,5.785575882E-2,-3.770208359E-2,-2.100467682E-1
3.203396764E0,7.212810218E-2,-7.314443588E-2,-2.797789574E-1
3.211239782E0,9.828034788E-2,-1.371011734E-1,-3.065509796E-1
3.219204870E0,1.004739851E-1,-1.550831795E-1,-3.623614311E-1
3.227108922E0,1.155119017E-1,-1.563348770E-1,-3.463268280E-1
3.235043493E0,1.161208302E-1,-1.831345558E-1,-2.757253647E-1
3.242917028E0,1.180716753E-1,-1.825265884E-1,-2.393198013E-1
3.250821081E0,1.795853674E-1,-1.742424965E-1,-1.960420609E-1
3.258786169E0,1.878996044E-1,-1.611356735E-1,-1.623620987E-1
3.266659704E0,1.811840236E-1,-9.545278549E-2,-1.501665115E-1
3.274594274E0,1.668408811E-1,-1.813888550E-2,-1.856393814E-1
3.282498327E0,1.618026048E-1,4.929685593E-2,-1.275463104E-1
3.290432897E0,1.260662526E-1,8.996343613E-2,-1.146688461E-1
3.298397985E0,1.022807360E-1,1.012926102E-1,-1.732330322E-1
3.306271520E0,1.163936481E-1,1.344103813E-1,-1.466484070E-1
3.314236608E0,7.502280176E-2,9.936809540E-2,-2.462453842E-1
3.322110143E0,1.887232661E-1,-3.453445435E-2,-2.487487793E-1
3.329983678E0,2.311283648E-1,-3.380107880E-2,-2.444219589E-1
3.337948766E0,1.882840693E-1,-8.982467651E-2,-2.477226257E-1
3.345822301E0,1.690423489E-1,-1.181640625E-1,-2.000846863E-1
3.353817907E0,1.617347300E-1,-1.028070450E-1,-1.504316330E-1
3.361660924E0,1.520969719E-1,-1.204934120E-1,-1.250171661E-1
3.369564977E0,1.113415584E-1,-8.763408661E-2,-9.737682343E-2
3.377530065E0,8.303162456E-2,-8.814716339E-2,-1.536245346E-1
3.385464635E0,5.007649958E-2,-4.773807526E-2,-1.022710800E-1
3.393429723E0,5.958470516E-3,-9.595060349E-2,-1.059627533E-1
3.401272741E0,6.292203069E-2,-8.431577682E-2,-1.383781433E-1
3.409207311E0,5.802103132E-2,-7.502317429E-2,-1.756172180E-1
3.417172399E0,4.168320447E-2,-7.509040833E-2,-2.776327133E-1
3.425045934E0,3.965243325E-2,-6.084775925E-2,-3.413076401E-1
3.433011022E0,9.978424758E-2,-5.596733093E-2,-3.165297508E-1
3.440884557E0,9.158340096E-2,-6.977319717E-2,-3.447170258E-1
3.448758092E0,6.987097114E-2,-8.544254303E-2,-3.133811951E-1
3.456692663E0,6.308649480E-2,-1.175165176E-1,-2.200145721E-1
3.464566198E0,9.258811921E-2,-1.540060043E-1,-1.963100433E-1
3.472500768E0,1.082103476E-1,-1.377415657E-1,-2.277193069E-1
3.480374303E0,8.080255240E-2,-1.641926765E-1,-2.138690948E-1
3.488247838E0,4.384520650E-2,-1.688766479E-1,-1.786031723E-1
3.496212926E0,2.799034305E-2,-1.590428352E-1,-1.913118362E-1
3.504116979E0,2.092442475E-3,-1.539921761E-1,-2.566890717E-1
3.512021032E0,-4.835025966E-2,-1.678676605E-1,-2.384071350E-1
3.519894567E0,-7.021233439E-2,-1.768922806E-1,-2.824087143E-1
3.527768102E0,-1.087183654E-1,-1.832599640E-1,-4.055747986E-1
3.535733190E0,-1.187332720E-1,-1.989135742E-1,-4.882140160E-1
3.544278112E0,-9.468846023E-2,-2.089338303E-1,-4.827790260E-1
3.551602331E0,-8.526194096E-2,-2.267236710E-1,-4.664688110E-1
3.559506383E0,-9.246997535E-2,-2.498936653E-1,-3.492231369E-1
3.567379919E0,-1.220254600E-1,-2.525453568E-1,-2.136373520E-1
3.575314489E0,-1.316402555E-1,-2.120232582E-1,-3.019142151E-2
3.583188024E0,-1.472891420E-1,-1.623859406E-1,-8.825206757E-2
3.591061559E0,-2.958963811E-1,-1.593642235E-1,-3.371362686E-1
3.598935094E0,-3.691363037E-1,-1.751027107E-1,-3.204927444E-1
3.606778112E0,-3.461835980E-1,-1.547627449E-1,-2.081804276E-1
3.614773717E0,-2.690938115E-1,-1.059036255E-1,-1.867151260E-1
3.622616735E0,-2.612858713E-1,-1.009826660E-1,-2.964067459E-1
3.630581823E0,-2.746059895E-1,-9.895277023E-2,-3.650827408E-1
3.638424840E0,-3.280340433E-1,-7.557773590E-2,-3.641862869E-1
3.646298376E0,-3.587318957E-1,2.125263214E-3,-4.681658745E-1
3.654202428E0,-3.318946064E-1,-3.315114975E-2,-5.455265045E-1
3.662075963E0,-3.073669076E-1,-6.573486328E-2,-6.062908173E-1
3.669980016E0,-3.400307000E-1,-6.907653809E-2,-6.146726608E-1
3.677853551E0,-3.677327037E-1,-4.277467728E-2,-4.990816116E-1
3.685788122E0,-3.888445795E-1,5.102968216E-2,-3.717470169E-1
3.693783727E0,-4.369101822E-1,1.330018044E-1,-2.803525925E-1
3.701687780E0,-4.569901526E-1,2.028818130E-1,-1.864318848E-1
3.709652868E0,-4.961591363E-1,2.768521309E-1,-7.046413422E-2
3.717526403E0,-4.948276877E-1,3.594093323E-1,2.462959290E-2
3.725430456E0,-4.697237611E-1,4.156317711E-1,-5.593585968E-2
3.733395544E0,-3.866219819E-1,3.887977600E-1,5.795478821E-3
3.741299596E0,-2.584948838E-1,3.963379860E-1,-8.146286011E-3
3.749264684E0,-2.356859744E-1,4.187269211E-1,-1.789312363E-1
3.757168737E0,-2.755379379E-1,4.044089317E-1,-2.558403015E-1
3.765072790E0,-2.710041702E-1,4.112181664E-1,-2.774295807E-1
3.773037878E0,-2.633754909E-1,4.780130386E-1,-2.009601593E-1
3.780911413E0,-2.360602915E-1,5.354428291E-1,-1.079006195E-1
3.788815465E0,-1.882038414E-1,5.904345512E-1,3.305435181E-2
3.796689001E0,-1.480255127E-1,5.875248909E-1,1.625347137E-2
3.804532018E0,-1.038612723E-1,5.217595100E-1,-8.160495758E-2
3.812497106E0,1.023572683E-2,4.387588501E-1,-2.602577209E-2
3.820370641E0,8.488842845E-2,4.153342247E-1,-8.763599396E-2
3.828335729E0,3.698554635E-2,4.052500725E-1,-1.342821121E-1
3.836209264E0,3.882023692E-2,3.396620750E-1,-1.806783676E-1
3.844082799E0,4.749095440E-2,2.684545517E-1,-2.409496307E-1
3.852017370E0,5.129122734E-2,1.437854767E-1,-3.893232346E-1
3.859921422E0,2.365630865E-2,-3.090858459E-3,-5.492711067E-1
3.867886510E0,6.447976828E-2,-1.107883453E-1,-6.259827614E-1
3.875790563E0,4.004031420E-2,-1.871423721E-1,-6.276698112E-1
3.883694616E0,4.619708657E-2,-2.232379913E-1,-6.784367561E-1
3.891659704E0,-8.405289054E-2,-1.697549820E-1,-9.404802322E-1
3.899533239E0,-1.619498134E-1,-1.101059914E-1,-9.902825356E-1
3.907437292E0,-1.852181554E-1,-1.741123199E-2,-8.353605270E-1
3.915310827E0,-2.774790525E-1,1.097702980E-1,-7.264800072E-1
3.923214879E0,-3.247323036E-1,1.170477867E-1,-6.390542984E-1
3.931210485E0,-3.566527963E-1,2.010183334E-1,-5.252752304E-1
3.939114538E0,-4.113929868E-1,2.918577194E-1,-3.370103836E-1
3.947079626E0,-4.336538911E-1,3.790574074E-1,-2.436733246E-1
3.954953161E0,-3.575060964E-1,3.810238838E-1,-2.523994446E-1
3.962857213E0,-2.316781282E-1,3.576321602E-1,-2.459411621E-1
3.970791784E0,-1.832503080E-2,2.473802567E-1,-1.673173904E-1
3.978695836E0,1.106097996E-1,1.730537415E-1,3.815650940E-2
3.986569372E0,2.200993896E-1,1.550698280E-1,8.201599121E-5
3.994442907E0,2.618688047E-1,1.630139351E-1,1.009559631E-2
4.002285924E0,2.549340427E-1,1.788592339E-1,-2.253646851E-1
4.010251012E0,1.781894565E-1,1.968789101E-1,-6.242876053E-1
4.018124547E0,-5.592864752E-2,1.553306580E-1,-6.809434891E-1
4.026089635E0,-1.508212686E-1,3.723568916E-1,-6.178398132E-1
4.033993688E0,-2.579935193E-1,3.979330063E-1,-5.739412308E-1
4.041897741E0,-3.261169791E-1,4.083566666E-1,-5.607895851E-1
4.049862829E0,-3.220810890E-1,5.159859657E-1,-3.580517769E-1
4.057766881E0,-1.788391471E-1,5.145683289E-1,-4.611077309E-1
4.065731969E0,-1.257808805E-1,5.026769638E-1,-5.589270592E-1
4.073605504E0,-9.090608358E-2,3.858666420E-1,-5.900588036E-1
4.081479040E0,8.113533258E-2,2.836065292E-1,-5.567760468E-1
4.089413610E0,2.303262353E-1,1.675133705E-1,-2.916669846E-1
4.097287145E0,3.045414984E-1,7.347869873E-2,-4.588031769E-2
4.105130163E0,3.723044097E-1,9.839057922E-2,-2.879590988E-1
4.113034215E0,3.851244748E-1,1.725358963E-1,-2.013473511E-1
4.120907751E0,3.021253943E-1,2.050337791E-1,-2.170715332E-1
4.128842321E0,1.543653607E-1,2.126665115E-1,-3.183846474E-1
4.136837926E0,1.700801849E-1,2.652196884E-1,-4.314126968E-1
4.144772497E0,2.968111634E-1,3.004879951E-1,-3.576340675E-1
4.152676549E0,3.689294755E-1,2.604641914E-1,-3.864197731E-1
4.160550085E0,2.792997658E-1,2.758960724E-1,-3.183856010E-1
4.168484655E0,2.673899829E-1,2.942605019E-1,-2.036876678E-1
4.176358190E0,2.517894804E-1,3.790378571E-1,2.826890945E-1
4.184231725E0,1.645467281E-1,6.169080734E-1,1.091434479E0
4.192135778E0,2.062030733E-1,8.222756386E-1,1.164400101E0
4.199978795E0,3.202859759E-1,8.577098846E-1,7.944135666E-1
4.207943883E0,7.240551710E-2,3.945541382E-1,5.896654129E-1
4.215878454E0,8.485215902E-1,6.154861450E-1,4.912214279E-1
4.223843542E0,7.347714901E-1,4.075298309E-1,-1.687402725E-1
4.231778112E0,3.720178008E-1,2.348198891E-1,-5.229802132E-1
4.239682165E0,3.428206146E-1,5.027861595E-1,-7.042913437E-1
4.247647253E0,-7.208222151E-2,8.065958023E-1,-4.612812996E-1
4.255520788E0,-1.592051387E-1,9.202747345E-1,1.827049255E-1
4.263455358E0,-2.351107597E-1,1.067535400E0,6.663122177E-1
4.271328893E0,-9.973228574E-1,4.651966095E-1,6.539845467E-1
4.279202428E0,-4.935593605E-1,6.874203682E-1,3.689813614E-1
4.287167516E0,-1.089224339E0,2.526473999E-1,5.195446014E-1
4.295102086E0,-8.608523011E-1,4.392719269E-1,-2.015171051E-1
4.302975622E0,-6.381880045E-1,8.712520599E-1,-1.668133736E0
4.310879674E0,-7.635553479E-1,8.210110664E-1,-2.941089153E0
4.318722692E0,-4.424421787E-1,9.356861115E-1,-1.409693241E0
4.326687780E0,2.735981345E-1,8.839726448E-1,9.522290230E-1
4.334622350E0,7.924546003E-1,9.782357216E-1,1.622818470E0
4.342556920E0,4.775739312E-1,1.107334614E0,1.807268620E0
4.350430456E0,2.054610550E-1,1.136728764E0,9.908723831E-1
4.358303991E0,-2.515040040E-1,9.818868637E-1,-5.485725403E-2
4.366238561E0,-5.685512424E-1,8.448543549E-1,-7.801036835E-1
4.374112096E0,-5.334519148E-1,7.524585724E-1,-9.894781113E-1
4.381955114E0,-3.709644377E-1,6.428527832E-1,-8.071064949E-1
4.389859167E0,-3.088772893E-1,5.887231827E-1,-4.303417206E-1
4.397732702E0,-2.573508024E-1,4.530873299E-1,-2.631549835E-1
4.405667272E0,4.927530885E-3,5.335469246E-1,8.659887314E-2
4.413540807E0,-1.437422037E-1,4.891419411E-1,6.917357445E-1
4.421475378E0,-1.634609699E-1,4.415092468E-1,8.369359970E-1
4.429348913E0,-2.062073946E-1,4.470014572E-1,8.103599548E-1
4.437222448E0,-1.169981211E-1,4.579973221E-1,1.116397381E0
4.445218053E0,-1.360734105E-1,2.341532707E-1,9.584360123E-1
4.453122106E0,-5.981186032E-2,1.925468445E-2,6.048784256E-1
4.461087194E0,2.008951455E-2,-2.101840973E-1,3.258566856E-1
4.468960729E0,-7.698050886E-2,-6.127462387E-1,7.446050644E-2
4.476834264E0,5.339049101E-1,-7.545671463E-1,7.740492821E-1
4.484799352E0,6.109116673E-1,-9.865303040E-1,1.249855042E0
4.492672887E0,5.560633540E-1,-1.101962090E0,1.110830784E0
4.500637975E0,6.396672726E-1,-1.144627094E0,7.358298302E-1
4.508511510E0,7.358412743E-1,-1.091551304E0,3.585114479E-1
4.516385045E0,5.669857264E-1,-9.367313385E-1,4.664678574E-1
4.524319616E0,2.367062569E-1,-8.919177055E-1,9.676337242E-1
4.532223669E0,1.884695292E-1,-8.455357552E-1,1.455683231E0
4.540188756E0,1.626403630E-1,-8.054723740E-1,1.257673264E0
4.548031774E0,7.239064574E-2,-7.709279060E-1,7.627363205E-1
4.556057897E0,9.874340892E-2,-8.421797752E-1,2.317690849E-1
4.563992467E0,1.217438281E-1,-9.726638794E-1,-3.037643433E-2
4.571866003E0,3.159202039E-1,-1.076754093E0,5.810356140E-2
4.579709020E0,3.909558654E-1,-1.009118557E0,8.320140839E-2
4.587582555E0,5.334237814E-1,-9.274568558E-1,-2.744007111E-2
4.595456090E0,5.562775135E-1,-9.463453293E-1,-9.474945068E-2
4.603390661E0,3.165561557E-1,-8.805556297E-1,-3.287725449E-1
4.611264196E0,1.226627231E-1,-7.939310074E-1,-6.419177055E-1
4.619259801E0,1.224523783E-1,-7.270445824E-1,-7.009944916E-1
4.627133336E0,-1.524478197E-2,-6.006684303E-1,-1.109471321E0
4.635006872E0,-1.326842904E-1,-4.586353302E-1,-1.758082867E0
4.642971960E0,-1.572745442E-1,-3.381199837E-1,-2.265919209E0
4.650876012E0,1.516222954E-2,-3.279070854E-1,-1.963603497E0
4.658841100E0,2.640571594E-1,-3.762402534E-1,-1.992915154E0
4.666684118E0,7.053279877E-1,-3.471941948E-1,-1.566009521E0
4.674588170E0,8.551435471E-1,-2.858805656E-1,-1.432006836E0
4.682522741E0,6.822915077E-1,-2.167677879E-1,-1.353656292E0
4.690365758E0,4.735581875E-1,-2.064447403E-1,-9.550004005E-1
4.698361364E0,3.429907560E-1,-1.027574539E-1,-1.392679214E-1
4.706265417E0,4.147448540E-1,1.044564247E-1,2.616901398E-1
4.714138952E0,3.991466761E-1,2.428965569E-1,4.672660828E-1
4.722073522E0,2.995073795E-1,4.406805038E-1,1.828813553E-1
4.729947057E0,6.535923481E-2,5.267539024E-1,-3.312330246E-1
4.737881628E0,3.611457348E-2,7.113289833E-1,-4.924573898E-1
4.745785680E0,1.333730221E-1,7.669858932E-1,-7.055125237E-1
4.753689733E0,1.669594049E-1,6.565971375E-1,-1.170454502E0
4.761654821E0,2.608034611E-1,5.674819946E-1,-1.721741199E0
4.769528356E0,1.981294155E-1,4.329185486E-1,-1.949120522E0
4.777371374E0,2.481225729E-1,4.283676147E-1,-1.865042686E0
4.785275426E0,2.689816952E-1,4.483127594E-1,-8.351716995E-1
4.793148961E0,2.762448788E-1,5.118770599E-1,-2.473134995E-1
4.801083532E0,6.241047382E-2,6.298933029E-1,-9.586429596E-2
4.808957067E0,-1.608662605E-1,7.517619133E-1,-3.719043732E-2
4.816891637E0,-9.858673811E-2,8.204264641E-1,-2.903995514E-1
4.824765172E0,4.295819998E-2,6.280994415E-1,-5.226564407E-1
4.832669225E0,2.435792089E-1,4.827094078E-1,-8.830313683E-1
4.840634313E0,4.275628924E-1,4.902935028E-1,-1.170584679E0
4.848538366E0,3.035275936E-1,4.474449158E-1,-1.626324654E0
4.856411901E0,2.981891036E-1,4.557967186E-1,-2.192495346E0
4.864346471E0,5.586354136E-1,6.141386032E-1,-2.300967693E0
4.872250524E0,4.275952578E-1,5.591192245E-1,-1.613096237E0
4.880185094E0,3.132110238E-1,6.552300453E-1,-1.854226589E0
4.888058629E0,4.365041852E-1,8.562865257E-1,-1.941096783E0
4.895993200E0,2.184738517E-1,9.022049904E-1,-1.361858845E0
4.903866735E0,6.828951836E-2,1.093975544E0,-1.160253048E0
4.911740270E0,1.218159199E-1,1.335347176E0,-6.805477142E-1
4.919674840E0,1.017051935E-2,1.613000870E0,1.757736206E-1
4.927548376E0,-1.553668380E-1,1.894151211E0,4.399604797E-1
4.935482946E0,-8.646643162E-2,2.076870918E0,7.991504669E-2
4.943356481E0,3.231135607E-1,2.040484428E0,-1.965055466E-1
4.951230016E0,1.234317780E0,1.524303436E0,3.037777901E0
4.959164586E0,2.621752024E-1,1.140805721E0,-3.093309402E-1
4.967038122E0,2.247642875E-1,1.462287426E0,-8.874044418E-1
4.975003210E0,3.064023256E-1,1.542945862E0,-2.499291420E0
4.982907262E0,4.068589807E-1,1.457751751E0,-2.389629364E0
4.990780797E0,4.945122600E-1,1.644059658E0,-2.058586121E0
4.998745885E0,5.056120753E-1,1.962384701E0,-1.274573326E0
5.006619420E0,4.003188610E-1,2.225634575E0,-5.149407387E-1
5.014553991E0,3.743860722E-1,2.427448273E0,5.826377869E-2
5.022458044E0,4.285458922E-1,2.629916668E0,1.231250763E-1
5.030331579E0,2.031447291E-1,2.714619637E0,3.714809418E-1
5.038266149E0,-9.252679348E-2,2.746390820E0,7.862930298E-1
5.046170202E0,-3.446784019E-1,2.830490112E0,1.302185059E0
5.054043737E0,-6.337155104E-1,2.959652424E0,1.832062721E0
5.061947790E0,-9.715329409E-1,2.943251133E0,1.919480324E0
5.069821325E0,-1.255747795E0,2.546965122E0,1.571540833E0
5.077786413E0,-5.780103803E-1,2.312262535E0,8.848571777E-1
5.085659948E0,-3.150898814E-1,1.984498024E0,5.728950500E-1
5.093594518E0,-3.060340285E-1,1.597072601E0,5.001258850E-1
5.101498571E0,-1.682944894E-1,1.320623875E0,2.518463135E-1
5.109372106E0,-1.955971122E-2,1.121111870E0,1.620597839E-1
5.117306676E0,-8.363562822E-2,9.569864273E-1,7.896900177E-2
5.125180211E0,-8.606390655E-2,7.540574074E-1,1.246910095E-1
5.133023229E0,-5.443152040E-2,5.183787346E-1,3.286981583E-1
5.140843071E0,-1.660814881E-1,2.161717415E-1,8.420934677E-1
5.148808159E0,-3.030208051E-1,-1.036529541E-1,1.250588417E0
5.156773247E0,-3.503693640E-1,-3.443326950E-1,1.468877792E0
5.164646782E0,-3.576837182E-1,-4.709057808E-1,1.582636833E0
5.172611870E0,-4.900604486E-1,-7.099771500E-1,1.308865547E0
5.180515922E0,-6.652808785E-1,-9.311239719E-1,1.016861916E0
5.188389458E0,-7.051985264E-1,-1.150856972E0,4.825973511E-1
5.196324028E0,-6.591522694E-1,-1.360416174E0,-1.703510284E-1
5.204197563E0,-6.242971420E-1,-1.539214134E0,-4.986629486E-1
5.212132133E0,-4.544877410E-1,-1.628931046E0,1.922607422E-2
5.220005668E0,-2.374177873E-1,-1.717125654E0,1.396108627E0
5.227909721E0,-8.290972561E-2,-1.834568739E0,1.628040314E0
5.235844292E0,2.516460419E-1,-2.061214447E0,1.151111603E0
5.243717827E0,3.679452837E-1,-1.817337751E0,4.247188568E-1
5.251652397E0,-3.725814819E-2,-1.748457670E0,-2.786941528E-1
5.259525932E0,-3.605665863E-1,-1.326421738E0,-8.462114334E-1
5.267429985E0,-5.504343510E-1,-1.028986454E0,-1.375389099E0
5.275395073E0,-3.673185408E-1,-1.495961666E0,-1.855173588E0
5.283360161E0,-6.484215856E-1,-8.767509460E-1,-2.210010052E0
5.291294731E0,-8.917146921E-1,-5.784809589E-1,-2.151782036E0
5.299168266E0,-1.116737008E0,-2.970209122E-1,-1.421997070E0
5.307072319E0,-1.218647718E0,-1.442961693E-1,-7.714548111E-1
5.314976372E0,-1.199601650E0,-2.093076706E-2,-1.229667664E-1
5.322849907E0,-1.026031256E0,-1.185941696E-2,9.903812408E-2
5.330814995E0,-7.966656685E-1,-7.410907745E-2,-2.333536148E-1
5.338658012E0,-6.878260374E-1,-1.905469894E-1,-6.720037460E-1
5.346592583E0,-5.296651721E-1,-3.220472336E-1,-1.495600700E0
5.354557670E0,-4.072012305E-1,-5.126125813E-1,-2.312611103E0
5.362431206E0,-3.283518255E-1,-6.099641323E-1,-2.957285404E0
5.370365776E0,-1.668651998E-1,-8.030867577E-1,-3.392562389E0
5.378239311E0,-1.781913340E-1,-9.361670017E-1,-3.722485542E0
5.386143364E0,-1.915332675E-2,-9.703109264E-1,-3.760657787E0
5.394138969E0,1.640343070E-1,-8.026027679E-1,-2.858331680E0
5.402012504E0,4.355677366E-1,-5.039355755E-1,-1.569950104E0
5.409947075E0,5.074732900E-1,-2.203860283E-1,-5.284442902E-1
5.417790092E0,1.268641949E-1,-1.081848145E-2,-4.167165756E-1
5.425694145E0,-1.321594715E-1,2.418870926E-1,-7.623281479E-1
5.433659233E0,-3.245304227E-1,3.985357285E-1,-1.217027664E0
5.441532768E0,-4.106301069E-1,4.713749886E-1,-1.375351906E0
5.449406303E0,-2.307510972E-1,5.522208214E-1,-1.304758549E0
5.457279838E0,1.658493131E-1,6.014938354E-1,-1.329966545E0
5.465122856E0,3.717993200E-1,6.379823685E-1,-1.503161907E0
5.473087944E0,3.691789210E-1,6.980876923E-1,-1.388780594E0
5.480991997E0,3.331686556E-1,8.584980965E-1,-1.161629200E0
5.488957084E0,3.208165765E-1,1.048892021E0,-8.428716660E-1
5.496861137E0,3.358976245E-1,1.187814236E0,-4.481878281E-1
5.504734672E0,3.695932627E-1,1.249820232E0,-4.963998795E-1
5.512669243E0,4.069317281E-1,1.249153614E0,-4.704027176E-1
5.520695366E0,6.261153221E-1,1.220022678E0,-3.513889313E-1
5.528599418E0,8.356150985E-1,8.734245300E-1,-3.008413315E-1
5.536533989E0,1.107208610E0,5.996031761E-1,-2.837734222E-1
5.544560112E0,1.162398815E0,4.332704544E-1,-4.065179825E-1
5.552494682E0,9.086246490E-1,3.273701668E-1,-7.126083374E-1
5.560398735E0,8.380203247E-1,4.067006111E-1,-8.515434265E-1
5.568272270E0,8.385276794E-1,5.268959999E-1,-1.013373375E0
5.576176323E0,8.022449017E-1,6.201848984E-1,-9.858331680E-1
5.584049858E0,7.529633045E-1,7.431945801E-1,-9.647827148E-1
5.592014946E0,6.369448304E-1,8.996281624E-1,-6.479816437E-1
5.599888481E0,3.318718672E-1,1.171735287E0,6.101608276E-3
5.607823051E0,2.788496912E-1,1.554727077E0,8.502731323E-1
5.615696586E0,1.343283951E-1,1.876523495E0,1.375557899E0
5.623570122E0,-1.471300721E-1,2.152091026E0,1.721863747E0
5.631504692E0,-4.594615698E-1,2.417991638E0,1.874501228E0
5.639378227E0,-6.506391168E-1,2.535593987E0,1.972246170E0
5.647251762E0,-3.998181820E-1,2.386266708E0,1.954716682E0
5.655155815E0,1.092342883E-1,1.934849262E0,2.013087273E0
5.663090385E0,3.758791983E-1,1.593255043E0,1.898343086E0
5.671024956E0,4.494939744E-1,1.576967239E0,1.689533234E0
5.678898491E0,1.743197739E-1,1.752896786E0,1.165887833E0
5.686833061E0,-1.948504448E-1,1.985484600E0,5.064907074E-1
5.694737114E0,-5.712726116E-1,2.090013981E0,-9.109592438E-2
5.702610649E0,-6.600774527E-1,2.056318760E0,-4.617500305E-1
5.710545219E0,-6.342352629E-1,1.787237644E0,-3.130636215E-1
5.718418754E0,-6.294790506E-1,1.257795334E0,4.977054596E-1
5.726353325E0,-3.717872798E-1,6.177878380E-1,1.437181473E0
5.734226860E0,1.202168614E-1,-3.768920898E-3,2.138196945E0
5.742100395E0,5.586369634E-1,-6.543231010E-1,2.688098907E0
5.750065483E0,8.903301954E-1,-1.152716637E0,3.222879410E0
5.757939018E0,9.886637926E-1,-1.536064148E0,3.256211281E0
5.765904106E0,1.271755695E0,-1.931002617E0,3.011961937E0
5.773777641E0,1.482363582E0,-2.329328299E0,2.397521019E0
5.781620659E0,1.165903807E0,-2.567440033E0,1.666258812E0
5.789585747E0,7.525550723E-1,-2.481885910E0,9.208240509E-1
5.797489799E0,3.268890381E-1,-2.145615101E0,5.316314697E-1
5.805454887E0,-1.772047579E-1,-1.685131550E0,3.213014603E-1
5.813328422E0,-4.915585220E-1,-1.215220451E0,-6.600093842E-2
5.821201958E0,-7.131370306E-1,-8.414688110E-1,-5.415434837E-1
5.829167045E0,-7.708317041E-1,-6.330566406E-1,-1.198852539E0
5.837040581E0,-6.067064404E-1,-5.642905235E-1,-1.656303883E0
5.844914116E0,-3.390062451E-1,-6.552896500E-1,-2.019681931E0
5.852787651E0,-7.274586707E-2,-7.892279625E-1,-2.045059681E0
5.860661186E0,1.801269948E-1,-9.263896942E-1,-2.005700111E0
5.868626274E0,4.540662766E-1,-1.094268799E0,-2.012525082E0
